io	variableGroup	variableName	uri	valueType	allowedVariableValues
output	Variant	10_114648499_C_A	TBD	Number	1
output	Variant	10_114665428_C_G	TBD	Number	1
output	Variant	10_114732882_T_C	TBD	Number	1
output	Variant	10_114732906_A_C	TBD	Number	1
output	Variant	10_114736614_T_C	TBD	Number	1
output	Variant	10_114742835_G_A	TBD	Number	1
output	Variant	10_114745788_G_A	TBD	Number	1
output	Variant	10_114746580_C_G	TBD	Number	1
output	Variant	10_114747277_G_A	TBD	Number	1
output	Variant	10_114748497_C_T	TBD	Number	1
output	Variant	10_114748617_G_A	TBD	Number	1
output	Variant	10_114748940_A_T	TBD	Number	1
output	Variant	10_114749018_G_A	TBD	Number	1
output	Variant	10_114749421_G_A	TBD	Number	1
output	Variant	10_114749734_G_A	TBD	Number	1
output	Variant	10_114750157_C_T	TBD	Number	1
output	Variant	10_114750500_A_G	TBD	Number	1
output	Variant	10_114752410_C_T	TBD	Number	1
output	Variant	10_114752503_T_C	TBD	Number	1
output	Variant	10_114754088_T_C	TBD	Number	1
output	Variant	10_114756041_A_T	TBD	Number	1
output	Variant	10_114757314_C_A	TBD	Number	1
output	Variant	10_114758349_C_T	TBD	Number	1
output	Variant	10_114758779_G_T	TBD	Number	1
output	Variant	10_114759445_G_A	TBD	Number	1
output	Variant	10_114760284_C_T	TBD	Number	1
output	Variant	10_114761697_A_C	TBD	Number	1
output	Variant	10_114762064_G_T	TBD	Number	1
output	Variant	10_114762237_G_A	TBD	Number	1
output	Variant	10_114764959_C_G	TBD	Number	1
output	Variant	10_114765747_C_A	TBD	Number	1
output	Variant	10_114766717_C_T	TBD	Number	1
output	Variant	10_114767771_G_A	TBD	Number	1
output	Variant	10_114768609_A_G	TBD	Number	1
output	Variant	10_114771843_A_G	TBD	Number	1
output	Variant	10_114773608_A_G	TBD	Number	1
output	Variant	10_114773926_C_T	TBD	Number	1
output	Variant	10_114773927_A_G	TBD	Number	1
output	Variant	10_114777670_C_T	TBD	Number	1
output	Variant	10_114777724_A_G	TBD	Number	1
output	Variant	10_114779013_C_T	TBD	Number	1
output	Variant	10_114780633_A_C	TBD	Number	1
output	Variant	10_114781297_A_C	TBD	Number	1
output	Variant	10_114781400_C_A	TBD	Number	1
output	Variant	10_114781698_T_C	TBD	Number	1
output	Variant	10_114781863_T_G	TBD	Number	1
output	Variant	10_114781950_G_C	TBD	Number	1
output	Variant	10_114782287_T_G	TBD	Number	1
output	Variant	10_114782790_G_T	TBD	Number	1
output	Variant	10_114782803_T_C	TBD	Number	1
output	Variant	10_114785424_G_A	TBD	Number	1
output	Variant	10_114787012_T_C	TBD	Number	1
output	Variant	10_114787090_A_G	TBD	Number	1
output	Variant	10_114788436_C_T	TBD	Number	1
output	Variant	10_114789077_T_C	TBD	Number	1
output	Variant	10_114793451_G_A	TBD	Number	1
output	Variant	10_114796048_A_G	TBD	Number	1
output	Variant	10_114797078_A_G	TBD	Number	1
output	Variant	10_114797471_C_G	TBD	Number	1
output	Variant	10_114798893_T_A	TBD	Number	1
output	Variant	10_114799172_A_G	TBD	Number	1
output	Variant	10_114801488_A_T	TBD	Number	1
output	Variant	10_114801938_C_G	TBD	Number	1
output	Variant	10_114803307_A_T	TBD	Number	1
output	Variant	10_114806697_G_A	TBD	Number	1
output	Variant	10_114807047_G_C	TBD	Number	1
output	Variant	10_114808072_T_C	TBD	Number	1
output	Variant	10_114808902_G_T	TBD	Number	1
output	Variant	10_114810240_T_C	TBD	Number	1
output	Variant	10_114811316_T_C	TBD	Number	1
output	Variant	10_114812071_T_C	TBD	Number	1
output	Variant	10_114813041_C_T	TBD	Number	1
output	Variant	10_114813047_C_T	TBD	Number	1
output	Variant	10_114817009_A_C	TBD	Number	1
output	Variant	10_114818042_C_T	TBD	Number	1
output	Variant	10_114818754_G_A	TBD	Number	1
output	Variant	10_114818772_G_A	TBD	Number	1
output	Variant	10_114820191_T_C	TBD	Number	1
output	Variant	10_114821249_T_C	TBD	Number	1
output	Variant	10_114821527_A_G	TBD	Number	1
output	Variant	10_114821554_C_T	TBD	Number	1
output	Variant	10_114821807_T_G	TBD	Number	1
output	Variant	10_114821949_C_T	TBD	Number	1
output	Variant	10_114822739_A_G	TBD	Number	1
output	Variant	10_114854383_C_T	TBD	Number	1
output	Variant	10_114861304_A_G	TBD	Number	1
output	Variant	10_114880342_T_C	TBD	Number	1
output	Variant	10_114915214_G_T	TBD	Number	1
output	Variant	10_116138034_G_A	TBD	Number	1
output	Variant	10_122897959_G_A	TBD	Number	1
output	Variant	10_122897984_G_T	TBD	Number	1
output	Variant	10_122898697_T_C	TBD	Number	1
output	Variant	10_122903506_C_T	TBD	Number	1
output	Variant	10_122903882_T_C	TBD	Number	1
output	Variant	10_122904700_T_C	TBD	Number	1
output	Variant	10_122906260_C_A	TBD	Number	1
output	Variant	10_122909625_C_A	TBD	Number	1
output	Variant	10_122913475_C_T	TBD	Number	1
output	Variant	10_122916142_T_C	TBD	Number	1
output	Variant	10_122920583_C_T	TBD	Number	1
output	Variant	10_122924854_G_T	TBD	Number	1
output	Variant	10_122929408_C_T	TBD	Number	1
output	Variant	10_122929493_T_C	TBD	Number	1
output	Variant	10_122929537_C_T	TBD	Number	1
output	Variant	10_123901964_T_C	TBD	Number	1
output	Variant	10_124167512_C_T	TBD	Number	1
output	Variant	10_128298104_C_T	TBD	Number	1
output	Variant	10_128307192_T_C	TBD	Number	1
output	Variant	10_129859992_T_C	TBD	Number	1
output	Variant	10_129864515_C_T	TBD	Number	1
output	Variant	10_130185899_C_T	TBD	Number	1
output	Variant	10_130187471_T_G	TBD	Number	1
output	Variant	10_130199141_C_T	TBD	Number	1
output	Variant	10_130212570_T_C	TBD	Number	1
output	Variant	11_2690293_A_C	TBD	Number	1
output	Variant	11_2691471_A_G	TBD	Number	1
output	Variant	11_2691500_G_A	TBD	Number	1
output	Variant	11_2692249_C_T	TBD	Number	1
output	Variant	11_2694606_C_A	TBD	Number	1
output	Variant	11_2705175_A_G	TBD	Number	1
output	Variant	11_2705343_A_T	TBD	Number	1
output	Variant	11_2706327_G_C	TBD	Number	1
output	Variant	11_2706351_T_C	TBD	Number	1
output	Variant	11_2710822_T_C	TBD	Number	1
output	Variant	11_2711142_T_C	TBD	Number	1
output	Variant	11_2713649_C_A	TBD	Number	1
output	Variant	11_2717293_T_C	TBD	Number	1
output	Variant	11_2717680_C_T	TBD	Number	1
output	Variant	11_2721568_T_C	TBD	Number	1
output	Variant	11_2723604_G_T	TBD	Number	1
output	Variant	11_2727185_C_T	TBD	Number	1
output	Variant	11_2734125_G_A	TBD	Number	1
output	Variant	11_2737905_A_G	TBD	Number	1
output	Variant	11_2751415_A_G	TBD	Number	1
output	Variant	11_2752130_A_T	TBD	Number	1
output	Variant	11_2825279_C_T	TBD	Number	1
output	Variant	11_2825871_C_T	TBD	Number	1
output	Variant	11_2826199_A_G	TBD	Number	1
output	Variant	11_2826603_A_G	TBD	Number	1
output	Variant	11_2826617_A_G	TBD	Number	1
output	Variant	11_2836085_A_G	TBD	Number	1
output	Variant	11_2838413_T_C	TBD	Number	1
output	Variant	11_2839751_C_T	TBD	Number	1
output	Variant	11_2840424_C_T	TBD	Number	1
output	Variant	11_2841365_C_A	TBD	Number	1
output	Variant	11_2843676_T_C	TBD	Number	1
output	Variant	11_2844216_G_C	TBD	Number	1
output	Variant	11_2846427_G_A	TBD	Number	1
output	Variant	11_2847069_T_G	TBD	Number	1
output	Variant	11_2849530_A_C	TBD	Number	1
output	Variant	11_2852529_T_C	TBD	Number	1
output	Variant	11_2856658_C_G	TBD	Number	1
output	Variant	11_2857194_A_C	TBD	Number	1
output	Variant	11_2857233_G_A	TBD	Number	1
output	Variant	11_2858295_C_T	TBD	Number	1
output	Variant	11_2858440_G_A	TBD	Number	1
output	Variant	11_2858546_C_T	TBD	Number	1
output	Variant	11_2858636_C_T	TBD	Number	1
output	Variant	11_3130708_C_A	TBD	Number	1
output	Variant	11_5684072_T_C	TBD	Number	1
output	Variant	11_5691528_C_T	TBD	Number	1
output	Variant	11_5701074_C_A	TBD	Number	1
output	Variant	11_8754559_A_G	TBD	Number	1
output	Variant	11_8789165_G_C	TBD	Number	1
output	Variant	11_9091244_T_C	TBD	Number	1
output	Variant	11_9091582_G_A	TBD	Number	1
output	Variant	11_9093486_C_T	TBD	Number	1
output	Variant	11_9094508_G_A	TBD	Number	1
output	Variant	11_9094566_C_T	TBD	Number	1
output	Variant	11_9096493_C_T	TBD	Number	1
output	Variant	11_9136904_T_C	TBD	Number	1
output	Variant	11_9140913_C_T	TBD	Number	1
output	Variant	11_9160766_G_A	TBD	Number	1
output	Variant	11_9178481_T_C	TBD	Number	1
output	Variant	11_9183753_T_A	TBD	Number	1
output	Variant	11_9188816_C_G	TBD	Number	1
output	Variant	11_9197500_T_C	TBD	Number	1
output	Variant	11_9201995_C_G	TBD	Number	1
output	Variant	11_9206279_G_A	TBD	Number	1
output	Variant	11_9208380_C_A	TBD	Number	1
output	Variant	11_9213010_C_T	TBD	Number	1
output	Variant	11_9243466_G_A	TBD	Number	1
output	Variant	11_9271866_C_A	TBD	Number	1
output	Variant	11_9280284_G_A	TBD	Number	1
output	Variant	11_9311760_C_T	TBD	Number	1
output	Variant	11_9313323_T_G	TBD	Number	1
output	Variant	11_9319564_C_T	TBD	Number	1
output	Variant	11_9320346_G_T	TBD	Number	1
output	Variant	11_9322132_T_G	TBD	Number	1
output	Variant	11_9323353_T_C	TBD	Number	1
output	Variant	11_9324819_G_A	TBD	Number	1
output	Variant	11_9327804_G_A	TBD	Number	1
output	Variant	11_9329847_G_A	TBD	Number	1
output	Variant	11_9331588_A_T	TBD	Number	1
output	Variant	11_9335284_T_A	TBD	Number	1
output	Variant	11_9336349_T_G	TBD	Number	1
output	Variant	11_9338052_T_C	TBD	Number	1
output	Variant	11_9342913_G_A	TBD	Number	1
output	Variant	11_9347487_C_A	TBD	Number	1
output	Variant	11_9349270_C_A	TBD	Number	1
output	Variant	11_9353637_C_T	TBD	Number	1
output	Variant	11_9357059_G_A	TBD	Number	1
output	Variant	11_9357121_G_A	TBD	Number	1
output	Variant	11_9359844_G_T	TBD	Number	1
output	Variant	11_9360367_A_G	TBD	Number	1
output	Variant	11_9360940_G_A	TBD	Number	1
output	Variant	11_9734173_G_A	TBD	Number	1
output	Variant	11_9737755_G_A	TBD	Number	1
output	Variant	11_9741049_C_T	TBD	Number	1
output	Variant	11_9750757_A_T	TBD	Number	1
output	Variant	11_9751089_G_A	TBD	Number	1
output	Variant	11_9751196_G_A	TBD	Number	1
output	Variant	11_9751246_G_T	TBD	Number	1
output	Variant	11_9751331_G_T	TBD	Number	1
output	Variant	11_9751651_G_A	TBD	Number	1
output	Variant	11_9751775_T_C	TBD	Number	1
output	Variant	11_9751780_A_G	TBD	Number	1
output	Variant	11_9752413_A_G	TBD	Number	1
output	Variant	11_9752741_C_T	TBD	Number	1
output	Variant	11_9753601_G_A	TBD	Number	1
output	Variant	11_9754221_C_T	TBD	Number	1
output	Variant	11_9756724_T_C	TBD	Number	1
output	Variant	11_9759202_C_T	TBD	Number	1
output	Variant	11_9759608_T_C	TBD	Number	1
output	Variant	11_9759713_T_G	TBD	Number	1
output	Variant	11_9759918_G_A	TBD	Number	1
output	Variant	11_9762274_T_C	TBD	Number	1
output	Variant	11_9763969_C_T	TBD	Number	1
output	Variant	11_9764832_C_A	TBD	Number	1
output	Variant	11_9765503_A_T	TBD	Number	1
output	Variant	11_9766932_A_G	TBD	Number	1
output	Variant	11_9767559_G_A	TBD	Number	1
output	Variant	11_9769562_C_G	TBD	Number	1
output	Variant	11_9770318_G_C	TBD	Number	1
output	Variant	11_9770910_T_C	TBD	Number	1
output	Variant	11_9771687_G_C	TBD	Number	1
output	Variant	11_9773517_C_A	TBD	Number	1
output	Variant	11_9773568_T_C	TBD	Number	1
output	Variant	11_9775091_A_G	TBD	Number	1
output	Variant	11_9776567_C_A	TBD	Number	1
output	Variant	11_9779277_C_A	TBD	Number	1
output	Variant	11_9780891_C_T	TBD	Number	1
output	Variant	11_9782771_G_A	TBD	Number	1
output	Variant	11_9784978_C_T	TBD	Number	1
output	Variant	11_9786136_T_C	TBD	Number	1
output	Variant	11_9788824_G_A	TBD	Number	1
output	Variant	11_9791644_C_T	TBD	Number	1
output	Variant	11_9793537_G_A	TBD	Number	1
output	Variant	11_9794659_G_A	TBD	Number	1
output	Variant	11_9800601_G_A	TBD	Number	1
output	Variant	11_9811616_G_C	TBD	Number	1
output	Variant	11_13284111_C_T	TBD	Number	1
output	Variant	11_13284345_T_C	TBD	Number	1
output	Variant	11_13285281_T_G	TBD	Number	1
output	Variant	11_13287938_G_A	TBD	Number	1
output	Variant	11_13289344_G_A	TBD	Number	1
output	Variant	11_13291827_G_T	TBD	Number	1
output	Variant	11_13291931_T_A	TBD	Number	1
output	Variant	11_13291979_A_G	TBD	Number	1
output	Variant	11_13292277_G_C	TBD	Number	1
output	Variant	11_13292281_G_C	TBD	Number	1
output	Variant	11_13292727_A_C	TBD	Number	1
output	Variant	11_13292864_G_A	TBD	Number	1
output	Variant	11_13292909_T_C	TBD	Number	1
output	Variant	11_13293019_T_C	TBD	Number	1
output	Variant	11_13293182_T_C	TBD	Number	1
output	Variant	11_13293248_A_C	TBD	Number	1
output	Variant	11_13293840_G_A	TBD	Number	1
output	Variant	11_13293887_C_T	TBD	Number	1
output	Variant	11_13293905_C_T	TBD	Number	1
output	Variant	11_13293979_A_T	TBD	Number	1
output	Variant	11_13294268_C_T	TBD	Number	1
output	Variant	11_13295353_G_T	TBD	Number	1
output	Variant	11_13295415_T_A	TBD	Number	1
output	Variant	11_13295767_C_T	TBD	Number	1
output	Variant	11_13295920_A_T	TBD	Number	1
output	Variant	11_13296401_T_A	TBD	Number	1
output	Variant	11_13296446_G_T	TBD	Number	1
output	Variant	11_13296561_T_C	TBD	Number	1
output	Variant	11_13296644_C_A	TBD	Number	1
output	Variant	11_13297800_G_A	TBD	Number	1
output	Variant	11_13297925_A_G	TBD	Number	1
output	Variant	11_13298485_T_C	TBD	Number	1
output	Variant	11_13298519_G_A	TBD	Number	1
output	Variant	11_13298687_G_T	TBD	Number	1
output	Variant	11_13298750_C_T	TBD	Number	1
output	Variant	11_13299895_A_G	TBD	Number	1
output	Variant	11_13300252_C_G	TBD	Number	1
output	Variant	11_13300456_C_T	TBD	Number	1
output	Variant	11_13300540_G_T	TBD	Number	1
output	Variant	11_13301114_C_G	TBD	Number	1
output	Variant	11_13301335_T_G	TBD	Number	1
output	Variant	11_13301548_A_T	TBD	Number	1
output	Variant	11_13301875_C_G	TBD	Number	1
output	Variant	11_13301921_G_C	TBD	Number	1
output	Variant	11_13302822_A_G	TBD	Number	1
output	Variant	11_13303071_C_T	TBD	Number	1
output	Variant	11_13303085_A_G	TBD	Number	1
output	Variant	11_13305263_G_A	TBD	Number	1
output	Variant	11_13306311_T_G	TBD	Number	1
output	Variant	11_13306605_C_T	TBD	Number	1
output	Variant	11_13307095_A_G	TBD	Number	1
output	Variant	11_13307366_A_G	TBD	Number	1
output	Variant	11_13307594_G_A	TBD	Number	1
output	Variant	11_13307613_T_C	TBD	Number	1
output	Variant	11_13307622_A_G	TBD	Number	1
output	Variant	11_13309671_G_A	TBD	Number	1
output	Variant	11_13310263_G_C	TBD	Number	1
output	Variant	11_13310718_T_C	TBD	Number	1
output	Variant	11_13310854_T_C	TBD	Number	1
output	Variant	11_13311263_C_T	TBD	Number	1
output	Variant	11_13312424_G_A	TBD	Number	1
output	Variant	11_13312969_G_T	TBD	Number	1
output	Variant	11_13313243_G_A	TBD	Number	1
output	Variant	11_13313879_C_T	TBD	Number	1
output	Variant	11_13314148_G_T	TBD	Number	1
output	Variant	11_13314307_G_A	TBD	Number	1
output	Variant	11_13314475_T_C	TBD	Number	1
output	Variant	11_13315049_T_C	TBD	Number	1
output	Variant	11_13315205_T_C	TBD	Number	1
output	Variant	11_13315439_A_C	TBD	Number	1
output	Variant	11_13317964_G_A	TBD	Number	1
output	Variant	11_13318431_C_T	TBD	Number	1
output	Variant	11_13318524_C_A	TBD	Number	1
output	Variant	11_13318587_C_T	TBD	Number	1
output	Variant	11_13319838_A_C	TBD	Number	1
output	Variant	11_13320525_G_A	TBD	Number	1
output	Variant	11_13320526_C_A	TBD	Number	1
output	Variant	11_13320533_C_T	TBD	Number	1
output	Variant	11_13322580_A_G	TBD	Number	1
output	Variant	11_13323498_A_C	TBD	Number	1
output	Variant	11_13323786_G_A	TBD	Number	1
output	Variant	11_13323789_T_C	TBD	Number	1
output	Variant	11_13324142_T_G	TBD	Number	1
output	Variant	11_13324530_G_A	TBD	Number	1
output	Variant	11_13339272_A_G	TBD	Number	1
output	Variant	11_13340710_T_A	TBD	Number	1
output	Variant	11_13344645_T_A	TBD	Number	1
output	Variant	11_13345115_C_A	TBD	Number	1
output	Variant	11_13348243_G_T	TBD	Number	1
output	Variant	11_13348377_G_T	TBD	Number	1
output	Variant	11_13350747_A_G	TBD	Number	1
output	Variant	11_13351181_C_T	TBD	Number	1
output	Variant	11_13352394_G_A	TBD	Number	1
output	Variant	11_13352405_A_C	TBD	Number	1
output	Variant	11_16144535_A_G	TBD	Number	1
output	Variant	11_16171678_A_G	TBD	Number	1
output	Variant	11_16177318_G_A	TBD	Number	1
output	Variant	11_16195888_T_G	TBD	Number	1
output	Variant	11_17160148_A_G	TBD	Number	1
output	Variant	11_17311811_G_C	TBD	Number	1
output	Variant	11_17368381_T_A	TBD	Number	1
output	Variant	11_17372443_C_A	TBD	Number	1
output	Variant	11_17386733_C_T	TBD	Number	1
output	Variant	11_17389850_G_A	TBD	Number	1
output	Variant	11_17394073_C_G	TBD	Number	1
output	Variant	11_17395540_T_C	TBD	Number	1
output	Variant	11_17403639_T_C	TBD	Number	1
output	Variant	11_17405617_C_T	TBD	Number	1
output	Variant	11_17408404_C_T	TBD	Number	1
output	Variant	11_17408630_C_T	TBD	Number	1
output	Variant	11_17409572_T_C	TBD	Number	1
output	Variant	11_17411020_C_T	TBD	Number	1
output	Variant	11_17411821_C_T	TBD	Number	1
output	Variant	11_17412960_A_G	TBD	Number	1
output	Variant	11_17415190_C_G	TBD	Number	1
output	Variant	11_17418477_C_A	TBD	Number	1
output	Variant	11_17421860_A_G	TBD	Number	1
output	Variant	11_17421886_T_C	TBD	Number	1
output	Variant	11_19431788_C_G	TBD	Number	1
output	Variant	11_19451020_C_T	TBD	Number	1
output	Variant	11_19451505_T_A	TBD	Number	1
output	Variant	11_19466720_G_A	TBD	Number	1
output	Variant	11_19467431_T_C	TBD	Number	1
output	Variant	11_24599878_T_C	TBD	Number	1
output	Variant	11_24603458_A_G	TBD	Number	1
output	Variant	11_29122702_C_T	TBD	Number	1
output	Variant	11_29148890_G_A	TBD	Number	1
output	Variant	11_29153645_T_C	TBD	Number	1
output	Variant	11_29158495_A_T	TBD	Number	1
output	Variant	11_29159509_A_G	TBD	Number	1
output	Variant	11_29166202_A_G	TBD	Number	1
output	Variant	11_29167468_C_A	TBD	Number	1
output	Variant	11_29171879_G_C	TBD	Number	1
output	Variant	11_29178954_G_T	TBD	Number	1
output	Variant	11_29190528_A_G	TBD	Number	1
output	Variant	11_29197113_C_G	TBD	Number	1
output	Variant	11_29197549_T_C	TBD	Number	1
output	Variant	11_29202440_G_A	TBD	Number	1
output	Variant	11_29204531_G_A	TBD	Number	1
output	Variant	11_29208679_C_T	TBD	Number	1
output	Variant	11_29214412_C_T	TBD	Number	1
output	Variant	11_29217383_A_G	TBD	Number	1
output	Variant	11_34916710_A_G	TBD	Number	1
output	Variant	11_46342942_C_T	TBD	Number	1
output	Variant	11_46559730_T_C	TBD	Number	1
output	Variant	11_48074933_T_A	TBD	Number	1
output	Variant	11_48196641_A_G	TBD	Number	1
output	Variant	11_48281211_A_C	TBD	Number	1
output	Variant	11_48602456_G_A	TBD	Number	1
output	Variant	11_49111407_C_G	TBD	Number	1
output	Variant	11_49874087_A_G	TBD	Number	1
output	Variant	11_57424040_T_C	TBD	Number	1
output	Variant	11_57434122_C_A	TBD	Number	1
output	Variant	11_57477889_C_T	TBD	Number	1
output	Variant	11_57480623_C_A	TBD	Number	1
output	Variant	11_57496820_C_T	TBD	Number	1
output	Variant	11_57498232_C_T	TBD	Number	1
output	Variant	11_57510294_A_G	TBD	Number	1
output	Variant	11_57560452_A_C	TBD	Number	1
output	Variant	11_57585662_C_T	TBD	Number	1
output	Variant	11_57639017_G_A	TBD	Number	1
output	Variant	11_57641883_T_C	TBD	Number	1
output	Variant	11_65365077_T_C	TBD	Number	1
output	Variant	11_65365171_G_T	TBD	Number	1
output	Variant	11_65384727_C_T	TBD	Number	1
output	Variant	11_65390554_C_G	TBD	Number	1
output	Variant	11_65390803_G_A	TBD	Number	1
output	Variant	11_65391317_G_A	TBD	Number	1
output	Variant	11_65405600_G_T	TBD	Number	1
output	Variant	11_65406869_C_T	TBD	Number	1
output	Variant	11_65408937_C_T	TBD	Number	1
output	Variant	11_65412974_C_G	TBD	Number	1
output	Variant	11_65414709_C_A	TBD	Number	1
output	Variant	11_65422591_C_T	TBD	Number	1
output	Variant	11_65422853_A_C	TBD	Number	1
output	Variant	11_65427346_G_A	TBD	Number	1
output	Variant	11_65428302_G_T	TBD	Number	1
output	Variant	11_65431360_C_T	TBD	Number	1
output	Variant	11_65433189_A_G	TBD	Number	1
output	Variant	11_65435127_T_C	TBD	Number	1
output	Variant	11_65438215_C_T	TBD	Number	1
output	Variant	11_65440049_T_C	TBD	Number	1
output	Variant	11_65440432_T_A	TBD	Number	1
output	Variant	11_65446187_T_C	TBD	Number	1
output	Variant	11_65446379_T_C	TBD	Number	1
output	Variant	11_65447958_C_T	TBD	Number	1
output	Variant	11_65448559_C_T	TBD	Number	1
output	Variant	11_65448953_G_A	TBD	Number	1
output	Variant	11_65449055_C_T	TBD	Number	1
output	Variant	11_65449594_G_C	TBD	Number	1
output	Variant	11_65451660_A_G	TBD	Number	1
output	Variant	11_65452574_T_G	TBD	Number	1
output	Variant	11_65452602_C_T	TBD	Number	1
output	Variant	11_65456685_T_C	TBD	Number	1
output	Variant	11_65461544_G_A	TBD	Number	1
output	Variant	11_65466002_C_T	TBD	Number	1
output	Variant	11_65471258_T_C	TBD	Number	1
output	Variant	11_65471391_C_T	TBD	Number	1
output	Variant	11_65471422_C_G	TBD	Number	1
output	Variant	11_65471742_A_T	TBD	Number	1
output	Variant	11_65477963_G_A	TBD	Number	1
output	Variant	11_65481529_T_C	TBD	Number	1
output	Variant	11_65481640_G_A	TBD	Number	1
output	Variant	11_65488673_C_T	TBD	Number	1
output	Variant	11_65566719_T_G	TBD	Number	1
output	Variant	11_66090032_C_A	TBD	Number	1
output	Variant	11_66227184_G_C	TBD	Number	1
output	Variant	11_66234023_A_G	TBD	Number	1
output	Variant	11_66486143_T_C	TBD	Number	1
